conversation_id,user_id,cluster_membership
c3124,user573,0
c5851,user1068,1
c3,user6,2
c231,user57,3
c2203,user413,4
c2063,user388,5
c3377,user629,6
c5119,user953,7
c5047,user948,8
c3,user6,9
c5615,user1043,10
c939,user170,11
c3970,user728,12
c3970,user728,13
c3746,user691,14
c3611,user683,15
c2574,user479,16
c524,user83,17
c656,user133,18
c7089,user1307,19
c5408,user992,20
c1996,user373,21
c2965,user550,22
c29,user3,23
c863,user137,24
c5766,user1050,25
c5152,user965,26
c2156,user402,27
c864,user138,28
c864,user138,28
c2644,user136,29
c6193,user1152,30
c3746,user691,31
c2644,user136,32
c6968,user1292,33
c5152,user965,34
c769,user130,35
c967,user178,36
c967,user178,36
c7856,user1477,37
c3759,user697,38
c3226,user615,39
c6177,user1151,40
c7200,user1329,41
c6177,user1151,40
c5806,user1072,42
c7131,user1316,43
c5888,user1100,44
c5888,user1100,45
c4786,user874,46
c7841,user1404,47
c7199,user1338,48
c3326,user632,49
c5970,user1103,50
c6363,user1181,51
c3746,user691,52
c3746,user691,53
c4151,user764,54
c3329,user602,55
c2781,user518,56
c3611,user683,57
c5408,user992,58
c2781,user518,59
c4727,user855,60
c5408,user992,58
c6591,user1266,61
c987,user186,62
c5049,user936,63
c2837,user533,64
c1549,user268,65
c2634,user489,66
c2965,user550,22
c4256,user776,67
c2868,user541,68
c7374,user1356,69
c2965,user550,22
c2965,user550,22
c2965,user550,22
c4127,user769,70
c4180,user764,71
c2124,user393,72
c2781,user518,73
c2781,user518,74
c2781,user518,75
c2166,user403,76
c2644,user136,77
c2644,user136,77
c6830,user1270,78
c3611,user683,79
c2406,user464,80
c3746,user691,31
c3746,user691,31
c7401,user1415,81
c7401,user1415,81
c2634,user489,82
c2669,user496,83
c2669,user496,83
c6687,user1247,84
c3175,user592,85
c3175,user592,85
c3175,user592,85
c3581,user674,86
c284,user37,87
c284,user37,87
c630,user111,88
c1723,user326,89
c107,user17,90
c3551,user669,91
c3551,user669,91
c5934,user1101,92
c2781,user518,56
c6177,user1151,93
c2363,user455,94
c2363,user455,95
c2644,user136,32
c3299,user617,96
c3299,user617,96
c3746,user691,31
c967,user178,97
c878,user145,98
c6478,user1204,99
c1738,user325,100
c6686,user1190,101
c986,user183,102
c988,user194,102
c2306,user430,103
c736,user130,104
c7373,user1372,105
c3810,user706,106
c2794,user530,107
c3208,user621,108
c2644,user136,109
c3042,user557,110
c4423,user807,111
c7923,user1489,112
c5888,user1100,113
c3746,user691,31
c2017,user364,114
c3998,user748,115
c6145,user1142,116
c6145,user1142,116
c7927,user1206,117
c2380,user441,118
c6313,user1173,119
c4533,user829,120
c7386,user1364,121
c2017,user364,122
c2017,user364,122
c4599,user847,123
c4000,user728,124
c6655,user1202,125
c2826,user533,126
c2826,user533,126
c2156,user402,127
c2156,user402,127
c3975,user738,128
c5662,user1095,129
c5662,user1095,129
c5662,user1095,129
c1667,user309,130
c2916,user536,131
c2626,user491,132
c2626,user491,132
c6140,user1140,133
c502,user89,134
c1468,user268,135
c2644,user136,136
c2644,user136,136
c2644,user136,29
c2644,user136,29
c3210,user604,137
c2644,user136,109
c2401,user453,138
c1005,user186,139
c6177,user1151,93
c3746,user691,31
c2017,user364,140
c2017,user364,140
c5552,user1038,141
c5552,user1038,141
c5408,user992,20
c7454,user1434,142
c7739,user1401,143
c2781,user518,144
c6066,user1127,145
c1643,user310,146
c3638,user680,147
c3566,user664,148
c2713,user507,149
c6122,user1130,150
c7551,user1400,151
c1470,user301,152
c5756,user1067,153
c5756,user1067,153
c6008,user1117,154
c6496,user1226,155
c241,user64,156
c1033,user181,157
c7454,user1434,158
c2240,user420,159
c3294,user600,160
c1166,user222,161
c5058,user995,162
c5058,user995,162
c5058,user995,163
c6530,user1248,164
c4496,user822,165
c6084,user1124,166
c5834,user1090,167
c5898,user1100,168
c2490,user465,169
c1973,user375,170
c1973,user375,171
c1973,user375,172
c1973,user375,172
c4909,user874,173
c2913,user541,174
c4829,user898,175
c2771,user525,176
c1838,user350,177
c3101,user581,178
c3832,user708,179
c7973,user1493,180
c2707,user507,181
c2707,user507,181
c2707,user507,181
c294,user1017,182
c4688,user848,183
c7725,user1468,184
c3992,user743,185
c1965,user370,186
c3728,user705,168
c4971,user918,168
c3731,user672,168
c3386,user609,168
c2463,user457,168
c1276,user246,187
c2289,user427,176
c7667,user1462,188
c2767,user519,189
c7007,user1481,190
c6938,user1285,191
c4509,user807,192
c5486,user1023,193
c5310,user961,194
c3769,user665,195
c608,user117,196
c169,user16,197
c7044,user1288,198
c4203,user768,199
c3788,user698,172
c4917,user904,200
c3882,user720,201
c4407,user809,202
c275,user65,203
c4528,user836,204
c2769,user544,205
c2769,user544,205
c7744,user1388,206
c7744,user1388,206
c7744,user1388,206
c2769,user544,207
c2769,user544,207
c2769,user544,207
c396,user85,208
c4675,user871,209
c5078,user916,210
c7456,user1415,211
c6601,user1250,212
c4715,user871,213
c4715,user871,214
c5533,user1033,215
c6170,user1146,216
c6764,user1207,217
c6764,user1207,217
c2299,user429,218
c2380,user441,219
c6571,user1249,220
c6948,user1227,221
c4032,user738,222
c56,user14,223
c20,user7,224
c4334,user790,225
c2006,user377,226
c722,user144,227
c722,user144,228
c1704,user319,229
c3565,user656,230
c6599,user1235,231
c2222,user414,232
c4329,user798,233
c6601,user1250,234
c6836,user1279,235
c3508,user651,236
c3420,user626,237
c4896,user911,238
c1715,user1024,239
c3114,user586,240
c7501,user1439,241
c7952,user1495,242
c5865,user1098,243
c3410,user641,244
c4959,user917,245
c4805,user911,246
c7561,user1453,247
c1494,user272,248
c6778,user1221,249
c3435,user620,250
c4899,user1086,251
c5107,user927,252
c5488,user1023,253
c4308,user786,254
c2316,user431,255
c1550,user291,256
c4576,user853,257
c6804,user1278,258
c1699,user324,259
c5023,user937,260
c98,user30,261
c1565,user291,262
c4948,user906,263
c690,user137,264
c2200,user413,265
c6503,user1224,266
c7159,user1320,267
c3259,user608,268
c6188,user1144,269
c2400,user455,270
c5410,user1008,271
c2386,user464,272
c3042,user557,273
c3843,user707,274
c6846,user1278,275
c3530,user656,276
c3431,user598,277
c7721,user1410,278
c2904,user537,279
c4839,user900,280
c4325,user788,281
c2461,user451,282
c2906,user540,283
c3771,user701,284
c5180,user968,285
c2754,user522,286
c4064,user747,287
c1091,user192,288
c4962,user917,289
c7822,user1474,290
c3294,user600,291
c5488,user1023,292
c2910,user523,293
c7309,user1358,294
c3478,user630,295
c5716,user1074,296
c5544,user1034,297
c6981,user1481,298
c1947,user365,299
c997,user181,300
c997,user181,301
c608,user117,302
c3935,user723,303
c6937,user1283,304
c714,user112,305
c2769,user544,306
c3717,user697,307
c1784,user336,308
c685,user114,309
c228,user41,310
c4388,user805,311
c4102,user752,312
c997,user181,300
c4583,user844,313
c5114,user981,314
c3067,user575,315
c3411,user646,316
c5479,user1023,317
c5196,user930,318
c4029,user734,319
c6926,user1280,320
c5758,user1074,321
c3638,user680,322
c3182,user605,323
c1510,user268,324
c5126,user968,325
c1482,user288,326
c2999,user557,326
c1945,user373,326
c2886,user530,326
c7405,user1396,326
c3064,user581,326
c7637,user1479,326
c1893,user335,326
c6421,user1197,326
c6483,user1206,326
c2968,user550,326
c4240,user762,326
c3986,user729,326
c2536,user469,326
c6066,user1127,326
c1624,user257,326
c6550,user1242,326
c719,user149,326
c2536,user469,326
c3636,user669,326
c7162,user1318,326
c325,user69,326
c2536,user469,326
c663,user122,326
c5097,user972,326
c1605,user294,326
c6835,user1250,326
c5369,user1010,327
c175,user50,328
c6134,user1138,329
c1810,user336,330
c73,user13,331
c832,user145,332
c5413,user928,333
c4663,user872,334
c3885,user725,335
c382,user80,336
c2124,user393,337
c4344,user803,338
c5725,user1053,339
c3711,user665,340
c7391,user1386,341
c2666,user496,342
c4344,user803,343
c7961,user1442,344
c325,user69,345
c6282,user1175,346
c7656,user1454,347
c1028,user193,348
c3628,user673,349
c4128,user751,350
c1550,user291,351
c1069,user181,352
c5738,user1068,353
c813,user144,354
c2509,user458,355
c2509,user458,356
c2509,user458,356
c1615,user301,357
c4962,user917,358
c3278,user602,359
c6331,user418,360
c2522,user476,361
c1559,user292,362
c2076,user391,363
c98,user30,364
c3024,user557,365
c426,user88,366
c3633,user690,367
c6907,user1211,368
c2842,user544,369
c1668,user310,370
c5551,user1040,371
c1530,user283,372
c2732,user501,373
c4702,user844,374
c3999,user741,375
c5000,user927,376
c3372,user616,377
c6528,user1188,378
c3580,user685,379
c3580,user685,379
c4514,user842,380
c1439,user258,381
c7394,user1385,382
c1598,user297,383
c5450,user1019,384
c6969,user1287,385
c6523,user1193,386
c7836,user1475,387
c5551,user1040,388
c4049,user740,389
c3772,user693,390
c761,user140,391
c4245,user766,392
c5085,user969,393
c918,user169,394
c7147,user1321,395
c1188,user213,396
c5637,user1058,397
c5812,user1079,398
c6959,user1289,399
c6886,user1250,400
c437,user68,401
c7307,user1364,402
c2182,user409,403
c1765,user327,404
c2915,user537,405
c2386,user464,406
c558,user107,407
c324,user65,408
c3502,user651,409
c16,user7,410
c7657,user1463,411
c4140,user759,412
c2901,user536,413
c65,user11,414
c5022,user914,415
c3312,user593,416
c2204,user413,417
c1295,user248,418
c1599,user293,419
c4344,user803,420
c6702,user1207,421
c4070,user731,422
c5456,user1019,423
c5938,user1165,424
c4287,user790,425
c4116,user756,426
c2014,user380,427
c5077,user955,428
c3153,user589,429
c2902,user534,430
c1738,user325,431
c309,user67,432
c4050,user749,433
c6331,user418,434
c5556,user1037,435
c12,user7,436
c813,user144,437
c4138,user756,438
c617,user122,439
c2475,user476,440
c16,user7,441
c2732,user501,442
c1173,user193,443
c6825,user1255,444
c6469,user1212,445
c5721,user1057,446
c3666,user669,447
c3661,user689,448
c4411,user805,449
