conversation_id,user_id,cluster_membership
c4325,user788,0
c7777,user1405,1
c2298,user428,2
c2198,user407,3
c1636,user286,4
c2561,user475,5
c6825,user1255,6
c6204,user1152,7
c5055,user927,8
c2779,user531,9
c1441,user259,10
c4436,user815,11
c4280,user788,12
c5068,user976,12
c350,user60,13
c3725,user688,14
c2096,user379,15
c761,user140,16
c3530,user656,17
c3307,user612,18
c806,user140,19
c2005,user362,20
c4930,user909,21
c2098,user386,22
c3661,user689,23
c6102,user1127,24
c7677,user1398,25
c707,user115,26
c524,user83,27
c5167,user957,28
c3312,user593,29
c3789,user676,30
c39,user8,31
c4460,user816,32
c7469,user1418,33
c7792,user1471,34
c5910,user1107,35
c3427,user627,36
c3141,user559,37
c7484,user1437,38
c7192,user1329,39
c7480,user1437,40
c4745,user890,41
c3439,user603,42
c6034,user1108,43
c1388,user282,44
c7753,user1435,45
c7045,user1300,46
c1996,user373,47
c5512,user1034,48
c6383,user1180,49
c4941,user908,50
c5200,user990,51
c4260,user784,52
c5329,user1011,53
c5805,user1067,54
c5743,user1047,55
c5933,user1099,56
c5631,user1047,57
c6662,user1193,58
c1119,user199,59
c7139,user1315,58
c5375,user953,60
c851,user158,61
c6688,user1238,62
c6370,user1191,63
c7075,user1305,64
c5671,user1071,65
c512,user98,66
c5384,user1007,67
c4419,user809,49
c6514,user1234,68
c4102,user752,69
c1056,user207,70
c1597,user303,71
c5826,user1060,72
c356,user61,73
c6352,user971,74
c134,user31,75
c7659,user1451,76
c7113,user1313,77
c7687,user1367,78
c1016,user197,79
c117,user19,80
c3823,user695,81
c7078,user1305,82
c4401,user813,83
c2574,user479,84
c608,user117,85
c3689,user681,86
c2920,user537,87
c6691,user1233,88
c6998,user1299,89
c5584,user1039,90
c1310,user233,91
c7963,user1369,92
c2183,user407,93
c7409,user1385,94
c7070,user1305,95
c1266,user249,96
c7105,user1311,97
c3833,user703,98
c1628,user285,99
c6473,user1182,100
c7946,user987,101
c7342,user1374,102
c3690,user655,103
c2987,user554,104
c2233,user415,105
c4896,user911,106
c6092,user1132,107
c5252,user966,108
c1442,user282,109
c2724,user514,110
c6600,user1223,111
c1066,user201,112
c6399,user1198,113
c1987,user383,114
c7005,user1288,115
c3045,user568,115
c34,user5,116
c2030,user387,115
c3792,user703,117
c6197,user1146,118
c5976,user1109,119
c7665,user1367,119
c3432,user630,120
c6344,user1179,121
c6149,user1140,122
c4667,user870,123
c6794,user1251,124
c4172,user763,125
c5417,user977,126
c7417,user1422,127
c2812,user523,128
c944,user173,129
c4692,user872,130
c2720,user504,131
c7316,user1363,132
c339,user72,133
c4428,user822,134
c5091,user931,135
c5371,user1001,136
c5332,user1001,137
c4886,user910,138
c1968,user364,139
c6870,user1279,140
c4608,user853,141
c3556,user673,142
c2106,user395,143
c3476,user644,144
c3333,user633,145
c4588,user850,146
c373,user77,146
c7185,user1324,147
c6736,user1265,148
c2505,user446,149
c7578,user1445,150
c2890,user527,151
c7246,user1357,152
c7173,user1322,153
c2393,user448,154
c1864,user348,155
c7369,user1346,156
c1429,user266,157
c6767,user1267,158
c6803,user1276,159
c3948,user714,160
c674,user131,161
