conversation_id,user_id,cluster_membership
c4325,user788,0
c7777,user1405,1
c2298,user428,2
c2198,user407,3
c1636,user286,4
c2561,user475,5
c6825,user1255,6
c6204,user1152,7
c5055,user927,8
c2779,user531,9
c1441,user259,10
c4436,user815,11
c4280,user788,12
c5068,user976,12
c350,user60,13
c3725,user688,14
c2096,user379,15
c761,user140,16
c3530,user656,17
c3307,user612,18
c806,user140,19
c2005,user362,20
c4930,user909,21
c2098,user386,22
c3661,user689,23
c6102,user1127,24
c7677,user1398,25
c707,user115,26
c524,user83,27
c5167,user957,28
c3312,user593,29
c3789,user676,30
c39,user8,31
c4460,user816,32
c7469,user1418,33
c7792,user1471,34
c5910,user1107,35
c3427,user627,36
c3141,user559,37
c7484,user1437,38
c7192,user1329,39
c7480,user1437,40
c4745,user890,41
c3439,user603,42
c6034,user1108,43
c1388,user282,44
c7753,user1435,45
c7045,user1300,46
c1996,user373,47
c5512,user1034,48
c6383,user1180,49
c4941,user908,50
c5200,user990,51
c4260,user784,52
c5329,user1011,53
c5805,user1067,54
c5743,user1047,55
c5933,user1099,56
c5631,user1047,57
c6662,user1193,58
c1119,user199,59
c7139,user1315,60
c5375,user953,61
c851,user158,62
c6688,user1238,63
c6370,user1191,64
c7075,user1305,65
c5671,user1071,66
c512,user98,67
c5384,user1007,68
c4419,user809,69
c6514,user1234,70
c4102,user752,71
c1056,user207,72
c1597,user303,73
c5826,user1060,74
c356,user61,75
c6352,user971,76
c134,user31,77
c7659,user1451,78
c7113,user1313,79
c7687,user1367,80
c1016,user197,81
c117,user19,82
c3823,user695,83
c7078,user1305,84
c4401,user813,85
c2574,user479,86
c608,user117,87
c3689,user681,88
c2920,user537,89
c6691,user1233,90
c6998,user1299,91
c5584,user1039,92
c1310,user233,93
c7963,user1369,94
c2183,user407,95
c7409,user1385,96
c7070,user1305,97
c1266,user249,98
c7105,user1311,99
c3833,user703,100
c1628,user285,101
c6473,user1182,102
c7946,user987,103
c7342,user1374,104
c3690,user655,105
c2987,user554,106
c2233,user415,107
c4896,user911,108
c6092,user1132,109
c5252,user966,110
c1442,user282,111
c2724,user514,112
c6600,user1223,113
c1066,user201,114
c6399,user1198,115
c1987,user383,116
c7005,user1288,117
c3045,user568,117
c34,user5,118
c2030,user387,119
c3792,user703,120
c6197,user1146,121
c5976,user1109,122
c7665,user1367,123
c3432,user630,124
c6344,user1179,125
c6149,user1140,126
c4667,user870,127
c6794,user1251,128
c4172,user763,129
c5417,user977,130
c7417,user1422,131
c2812,user523,132
c944,user173,133
c4692,user872,134
c2720,user504,135
c7316,user1363,136
c339,user72,137
c4428,user822,138
c5091,user931,139
c5371,user1001,140
c5332,user1001,141
c4886,user910,142
c1968,user364,143
c6870,user1279,144
c4608,user853,145
c3556,user673,146
c2106,user395,147
c3476,user644,148
c3333,user633,149
c4588,user850,150
c373,user77,150
c7185,user1324,151
c6736,user1265,152
c2505,user446,153
c7578,user1445,154
c2890,user527,155
c7246,user1357,156
c7173,user1322,157
c2393,user448,158
c1864,user348,159
c7369,user1346,160
c1429,user266,161
c6767,user1267,162
c6803,user1276,163
c3948,user714,164
c674,user131,165
